2025_07_29_07_12_06_R_002.csv,ブーム:,R,穿孔No.:,2,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
948,8,9,19,953,4.587,1.171,13.9,7.7,5.1,0,3,93.4,8373,-34529.961,33248.052,48.834,3871.565,3.858,0.34,226.7688,90.507,-178.1042,-0.507,,1,1,3866,,,,,,
949,8,9,20,153,4.591,1.217,13.9,6.5,5.9,0,3,104.1,8373,-34529.961,33248.052,48.834,3871.565,3.858,0.34,226.7688,90.507,-178.1042,-0.507,,1,1,3866,,,,,,
950,8,9,20,353,4.595,1.156,13.8,6.9,5.2,0,3,95.2,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
951,8,9,20,553,4.599,1.08,13.9,7,5.1,0,3,100.6,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
952,8,9,20,753,4.604,1.232,13.8,6.8,5.8,0,3,99.3,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
953,8,9,20,953,4.608,1.232,13.8,6.6,5.6,0,3,95.8,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
954,8,9,21,153,4.612,1.217,13.9,7.6,5.1,0,3,90.1,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
955,8,9,21,353,4.616,1.217,13.9,6.7,5.8,0,3,102.3,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
956,8,9,21,553,4.62,1.186,13.8,6.3,5.6,0,3,100.4,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
957,8,9,21,753,4.624,1.217,13.9,6.8,5.2,0,3,92.4,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
958,8,9,21,954,4.628,1.171,13.9,7.3,5,0,3,90.6,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
959,8,9,22,153,4.633,1.186,13.8,6.8,5.5,0,3,98.6,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
960,8,9,22,353,4.638,1.384,13.8,6.6,5.9,0,3,89.5,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
961,8,9,22,553,4.643,1.491,13.8,6.5,5.7,0,3,80.5,8373,-34529.996,33248.015,48.843,3871.616,3.857,0.35,226.786,90.4945,-178.087,-0.4945,,1,1,3866,,,,,,
962,8,9,22,753,4.646,1.186,13.9,7,5.2,0,3,93.7,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
963,8,9,22,953,4.65,1.186,13.9,6.3,5.9,0,3,107.2,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
964,8,9,23,153,4.655,1.186,14,6.1,5.9,0,3,107.3,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
965,8,9,23,353,4.658,1.171,14,6.4,5.7,0,3,105,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
966,8,9,23,553,4.663,1.232,14,7.3,5.1,0,3,89.8,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
967,8,9,23,753,4.667,1.293,13.9,6.3,6,0,3,99.9,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
968,8,9,23,953,4.672,1.11,13.8,6.7,5.4,0,3,102.7,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
969,8,9,24,153,4.676,1.171,13.9,7.3,5.4,0,3,98.9,8373,-34530.015,33247.994,48.837,3871.644,3.856,0.343,226.7575,90.4934,-178.1156,-0.4934,,1,1,3866,,,,,,
970,8,9,24,353,4.681,1.354,13.8,5.8,6,0,3,94.6,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
971,8,9,24,553,4.685,1.262,13.8,6.8,5.4,0,3,90.5,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
972,8,9,24,753,4.69,1.171,14,7.4,5.3,0,3,98,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
973,8,9,24,953,4.695,1.232,13.9,5.8,6.1,0,3,106.9,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
974,8,9,25,153,4.699,1.369,13.8,6.8,5.3,0,3,81.7,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
975,8,9,25,353,4.703,1.338,14,7.2,5.3,0,3,86.4,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
976,8,9,25,554,4.707,1.141,13.9,6,6,0,3,111.9,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
977,8,9,25,753,4.711,1.141,13.8,6.8,5.3,0,3,97.9,8373,-34530.051,33247.955,48.834,3871.698,3.854,0.34,226.7602,90.4506,-178.1129,-0.4506,,1,1,3866,,,,,,
978,8,9,25,953,4.715,1.217,13.9,7,5.4,0,3,95.4,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
979,8,9,26,153,4.721,1.323,13.8,5.6,6.2,0,3,98.2,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
980,8,9,26,353,4.726,1.323,13.8,6.9,5.2,0,3,83,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
981,8,9,26,553,4.73,1.278,14,7.2,5.7,0,3,96.3,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
982,8,9,26,753,4.734,1.217,13.9,6,5.8,0,3,101.4,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
983,8,9,26,953,4.738,1.126,13.9,7.1,5.1,0,3,96.3,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
984,8,9,27,153,4.743,1.293,13.9,6.8,5.7,0,3,94.7,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
985,8,9,27,353,4.747,1.308,13.8,5.9,6,0,3,96.6,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
986,8,9,27,553,4.751,1.202,13.9,7,5.3,0,3,93.5,8373,-34530.067,33247.935,48.845,3871.723,3.851,0.351,226.828,90.4136,-178.045,-0.4136,,1,1,3866,,,,,,
987,8,9,27,753,4.755,1.202,13.9,6.8,5.7,0,3,102.4,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
988,8,9,27,953,4.759,1.186,13.8,5.9,5.9,0,3,105.3,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
989,8,9,28,153,4.763,1.232,13.9,7,5.2,0,3,89.4,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
990,8,9,28,354,4.768,1.247,13.9,6.6,5.9,0,3,102,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
991,8,9,28,553,4.772,1.186,13.8,6.4,5.3,0,3,94.2,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
992,8,9,28,753,4.775,1.065,13.9,7.1,5.3,0,3,106.2,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
993,8,9,28,953,4.78,1.247,13.8,6,6.1,0,3,103.7,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
994,8,9,29,153,4.784,1.308,13.8,6.8,5.2,0,3,84,8373,-34530.086,33247.915,48.834,3871.75,3.85,0.34,226.8,90.4414,-178.073,-0.4414,,1,1,3866,,,,,,
995,8,9,29,353,4.788,1.278,14,6.9,5.7,0,3,96.5,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
996,8,9,29,553,4.792,1.217,13.8,5.9,5.9,0,3,102.9,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
997,8,9,29,753,4.796,1.171,13.9,7.1,5.1,0,3,92.4,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
998,8,9,29,953,4.8,1.156,13.9,6.8,5.8,0,3,107.6,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
999,8,9,30,153,4.803,1.095,13.7,6.6,5.5,0,3,105.9,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
1000,8,9,30,353,4.807,1.004,13.9,7,5,0,3,106.7,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
1001,8,9,30,553,4.812,1.11,13.9,6,6.1,0,3,118.2,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
1002,8,9,30,753,4.817,1.384,13.8,6.5,5.5,0,3,83.5,8373,-34530.124,33247.876,48.848,3871.805,3.849,0.354,226.8084,90.4139,-178.0646,-0.4139,,1,1,3866,,,,,,
1003,8,9,30,953,4.821,1.323,13.9,7.2,5.3,0,3,85.8,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1004,8,9,31,153,4.824,1.08,13.8,6.1,6,0,3,117.5,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1005,8,9,31,353,4.828,1.034,13.8,6.9,5.2,0,3,106.2,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1006,8,9,31,553,4.831,1.034,13.9,7.1,5.5,0,3,115.2,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1007,8,9,31,753,4.836,1.171,13.8,6,5.9,0,3,105.8,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1008,8,9,31,953,4.842,1.491,13.9,7.4,5.2,0,3,74.7,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1009,8,9,32,153,4.846,1.521,14,6.2,6.1,0,3,86.1,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1010,8,9,32,353,4.849,1.186,13.8,6.8,5.3,0,3,95.1,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1011,8,9,32,553,4.853,1.004,13.9,7.5,4.9,0,3,105.2,8373,-34530.144,33247.858,48.839,3871.831,3.85,0.345,226.764,90.4332,-178.1091,-0.4332,,1,1,3866,,,,,,
1012,8,9,32,753,4.857,1.065,13.8,5.9,6.2,0,3,123.2,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1013,8,9,32,953,4.861,1.156,13.8,6.1,5.6,0,3,101.6,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1014,8,9,33,153,4.867,1.415,13.9,7.1,5.1,0,3,76.9,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1015,8,9,33,353,4.872,1.521,13.8,5.8,6.2,0,3,86.7,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1016,8,9,33,573,4.874,1.262,13.8,6.7,5.5,0,3,92.1,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1017,8,9,33,773,4.877,0.776,13.9,7.3,5.1,0,3,140.2,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1018,8,9,33,973,4.882,0.897,13.9,6.4,5.8,0,3,139.1,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1019,8,9,34,173,4.889,1.567,13.8,6.4,5.5,0,3,73.1,8373,-34530.159,33247.837,48.841,3871.857,3.846,0.347,226.8044,90.4189,-178.0687,-0.4189,,1,1,3866,,,,,,
1020,8,9,34,373,4.894,1.749,13.9,7.6,5.2,0,3,64.1,8373,-34530.178,33247.817,48.837,3871.884,3.846,0.343,226.8142,90.3842,-178.0588,-0.3842,,1,1,3866,,,,,,
1021,8,9,34,573,4.897,1.171,13.8,6.4,6,0,3,109.2,8373,-34530.178,33247.817,48.837,3871.884,3.846,0.343,226.8142,90.3842,-178.0588,-0.3842,,1,1,3866,,,,,,
1022,8,9,34,873,4.899,0.472,13.8,7.2,5.4,0,3,244.6,8373,-34530.178,33247.817,48.837,3871.884,3.846,0.343,226.8142,90.3842,-178.0588,-0.3842,,1,1,3866,,,,,,
1023,8,9,35,73,4.906,0.973,13.8,5.8,5.9,0,3,127.7,8373,-34530.178,33247.817,48.837,3871.884,3.846,0.343,226.8142,90.3842,-178.0588,-0.3842,,1,1,3866,,,,,,
1024,8,9,35,273,4.912,1.475,13.9,7.1,5.1,0,3,73.5,8373,-34530.198,33247.797,48.846,3871.913,3.846,0.353,226.7918,90.2802,-178.0812,-0.2802,,1,1,3866,,,,,,
1025,8,9,35,473,4.916,1.354,13.9,6.1,6.1,0,3,97.1,8373,-34530.198,33247.797,48.846,3871.913,3.846,0.353,226.7918,90.2802,-178.0812,-0.2802,,1,1,3866,,,,,,
1026,8,9,35,673,4.919,1.126,13.8,6.5,5.6,0,3,103.6,8373,-34530.198,33247.797,48.846,3871.913,3.846,0.353,226.7918,90.2802,-178.0812,-0.2802,,1,1,3866,,,,,,
1027,8,9,35,873,4.923,1.065,13.9,7.7,4.8,0,3,97.1,8373,-34530.198,33247.797,48.846,3871.913,3.846,0.353,226.7918,90.2802,-178.0812,-0.2802,,1,1,3866,,,,,,
1028,8,9,36,74,4.926,1.019,13.9,7.4,5.3,0,3,112.2,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1029,8,9,36,274,4.931,1.202,13.9,6.6,5.9,0,3,105.9,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1030,8,9,36,474,4.936,1.338,13.9,5.7,5.6,0,3,89,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1031,8,9,36,673,4.94,1.369,13.9,6.9,5.2,0,3,80.9,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1032,8,9,36,874,4.944,1.217,13.9,6.8,5.8,0,3,102.6,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1033,8,9,37,74,4.948,1.065,13.8,6.2,5.6,0,3,110.3,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1034,8,9,37,274,4.952,1.08,13.9,6.9,5.1,0,3,101.3,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1035,8,9,37,473,4.956,1.171,13.9,7.1,5.7,0,3,103.8,8373,-34530.213,33247.782,48.834,3871.934,3.845,0.341,226.7717,90.448,-178.1014,-0.448,,1,1,3866,,,,,,
1036,8,9,37,673,4.96,1.171,13.9,6,6.1,0,3,111.3,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1037,8,9,37,873,4.964,1.126,13.9,6.5,5.2,0,3,98.9,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1038,8,9,38,74,4.968,1.11,13.9,7,5.3,0,3,102.9,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1039,8,9,38,273,4.972,1.156,13.8,7.3,5.8,0,3,105.8,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1040,8,9,38,473,4.977,1.232,13.8,5.5,6.1,0,3,104.4,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1041,8,9,38,674,4.98,1.202,13.8,7,5.1,0,3,89.9,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1042,8,9,38,874,4.984,1.171,13.9,7.1,5.6,0,3,103.1,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1043,8,9,39,74,4.989,1.11,13.9,5.5,6,0,3,115.7,8373,-34530.228,33247.762,48.831,3871.959,3.842,0.337,226.8307,90.4021,-178.0424,-0.4021,,1,1,3866,,,,,,
1044,8,9,39,273,4.993,1.156,13.9,6.8,5.3,0,3,97.6,8373,-34530.248,33247.744,48.838,3871.986,3.843,0.344,226.8164,90.3042,-178.0566,-0.3042,,1,1,3866,,,,,,
1045,8,9,39,474,4.997,1.232,13.9,7.3,5.2,0,3,91.1,8373,-34530.248,33247.744,48.838,3871.986,3.843,0.344,226.8164,90.3042,-178.0566,-0.3042,,1,1,3866,,,,,,
1046,8,9,39,674,5,1.141,13.9,5.8,6.3,0,3,117.2,8373,-34530.248,33247.744,48.838,3871.986,3.843,0.344,226.8164,90.3042,-178.0566,-0.3042,,1,1,3866,,,,,,
1047,8,9,39,873,5.004,1.11,13.8,6,5.6,0,3,106.5,8373,-34530.248,33247.744,48.838,3871.986,3.843,0.344,226.8164,90.3042,-178.0566,-0.3042,,1,1,3866,,,,,,
1048,8,9,40,73,5.008,1.11,13.9,7.3,4.9,0,3,95.4,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1049,8,9,40,273,5.013,1.232,13.9,6.6,5.9,0,3,102.3,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1050,8,9,40,473,5.017,1.232,13.8,5.9,6,0,3,102.7,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1051,8,9,40,673,5.021,1.186,13.9,7.6,4.7,0,3,84.7,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1052,8,9,40,873,5.026,1.202,13.9,7.6,5,0,3,89.2,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1053,8,9,41,73,5.032,1.384,13.9,7.5,5.5,0,3,85.2,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1054,8,9,41,273,5.037,1.506,13.8,6.2,5.8,0,3,81.3,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1055,8,9,41,473,5.042,1.415,13.9,7.5,4.9,0,3,73.7,8373,-34530.267,33247.727,48.838,3872.012,3.845,0.345,226.7643,90.4475,-178.1087,-0.4475,,1,1,3866,,,,,,
1056,8,9,41,673,5.047,1.475,13.9,7.3,5.3,0,3,77.5,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1057,8,9,41,873,5.053,1.582,13.9,6.2,6.1,0,3,81.9,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1058,8,9,42,73,5.058,1.506,13.8,6.2,5.5,0,3,77.2,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1059,8,9,42,273,5.062,1.43,13.9,7,5,0,3,74.7,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1060,8,9,42,473,5.067,1.323,13.9,7.1,5.4,0,3,87.2,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1061,8,9,42,673,5.072,1.338,13.9,6.8,5.7,0,3,91.3,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1062,8,9,42,873,5.077,1.506,13.8,6,6.2,0,3,86.9,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1063,8,9,43,73,5.082,1.399,13.8,6,5.6,0,3,85.1,8373,-34530.283,33247.705,48.841,3872.038,3.84,0.347,226.8041,90.3737,-178.069,-0.3737,,1,1,3866,,,,,,
1064,8,9,43,273,5.087,1.354,13.9,7.3,5.1,0,3,80.2,8373,-34530.305,33247.684,48.832,3872.068,3.841,0.338,226.7612,90.4357,-178.1119,-0.4357,,1,1,3866,,,,,,
1065,8,9,43,473,5.092,1.369,13.9,6.9,5.8,0,3,90.9,8373,-34530.305,33247.684,48.832,3872.068,3.841,0.338,226.7612,90.4357,-178.1119,-0.4357,,1,1,3866,,,,,,
1066,8,9,43,673,5.097,1.491,13.9,6.3,6.1,0,3,87.4,8373,-34530.305,33247.684,48.832,3872.068,3.841,0.338,226.7612,90.4357,-178.1119,-0.4357,,1,1,3866,,,,,,
1067,8,9,43,873,5.101,1.43,13.8,6.4,5.5,0,3,82,8373,-34530.305,33247.684,48.832,3872.068,3.841,0.338,226.7612,90.4357,-178.1119,-0.4357,,1,1,3866,,,,,,
1068,8,9,44,73,5.106,1.354,13.9,7.2,5.1,0,3,81.1,8373,-34530.305,33247.684,48.832,3872.068,3.841,0.338,226.7612,90.4357,-178.1119,-0.4357,,1,1,3866,,,,,,
1069,8,9,44,273,5.111,1.369,13.9,6.4,5.9,0,3,92.5,8373,-34530.325,33247.663,48.835,3872.098,3.839,0.342,226.7654,90.4307,-178.1076,-0.4307,,1,1,3866,,,,,,
1070,8,9,44,473,5.116,1.415,13.8,5.3,6.2,0,3,92.4,8373,-34530.325,33247.663,48.835,3872.098,3.839,0.342,226.7654,90.4307,-178.1076,-0.4307,,1,1,3866,,,,,,
1071,8,9,44,673,5.121,1.491,13.9,6.4,5.4,0,3,76.4,8373,-34530.325,33247.663,48.835,3872.098,3.839,0.342,226.7654,90.4307,-178.1076,-0.4307,,1,1,3866,,,,,,
1072,8,9,44,873,5.126,1.445,13.9,7.5,5.3,0,3,78.4,8373,-34530.325,33247.663,48.835,3872.098,3.839,0.342,226.7654,90.4307,-178.1076,-0.4307,,1,1,3866,,,,,,
1073,8,9,45,73,5.13,1.293,13.9,6.6,6.1,0,3,100.3,8373,-34530.345,33247.637,48.836,3872.13,3.836,0.342,226.8014,90.3634,-178.0717,-0.3634,,1,1,3866,,,,,,
1074,8,9,45,273,5.135,1.293,13.9,5.7,6.2,0,3,102.1,8373,-34530.345,33247.637,48.836,3872.13,3.836,0.342,226.8014,90.3634,-178.0717,-0.3634,,1,1,3866,,,,,,
1075,8,9,45,473,5.14,1.369,13.9,6.2,5.5,0,3,85.7,8373,-34530.345,33247.637,48.836,3872.13,3.836,0.342,226.8014,90.3634,-178.0717,-0.3634,,1,1,3866,,,,,,
1076,8,9,45,673,5.144,1.338,13.9,7.1,5.2,0,3,83.5,8373,-34530.345,33247.637,48.836,3872.13,3.836,0.342,226.8014,90.3634,-178.0717,-0.3634,,1,1,3866,,,,,,
1077,8,9,45,873,5.149,1.262,13.9,6.4,6.1,0,3,102.6,8373,-34530.345,33247.637,48.836,3872.13,3.836,0.342,226.8014,90.3634,-178.0717,-0.3634,,1,1,3866,,,,,,
1078,8,9,46,73,5.152,1.126,13.9,5.9,6,0,3,113.6,8373,-34530.345,33247.637,48.836,3872.13,3.836,0.342,226.8014,90.3634,-178.0717,-0.3634,,1,1,3866,,,,,,
